date,prcp_era,prcp_mswep,prcp_gsmap,prcp_chirps,t_mean,t_min,t_max,dew_mean,wind_speed,vp1,vp2,srad
2000-01-13,1.0090103792309,0.246710526315789,,0.0,-19.53524383069808,-25.823273866139203,-14.854533997649469,-23.29263590228988,0.4310224145460971,95.2678296116106,93.232536970643,36.739645148276
2000-01-14,0.4083953828870801,0.193367709815078,,0.0,-21.708526553392147,-26.787666504523088,-18.68258877400089,-26.303201505223623,1.3981675394826756,72.6960970058977,70.9420605271155,54.06155915292654
2000-01-15,1.4550540277024,1.00826813655761,,0.0326234821270604,-21.169667781021783,-24.317778282415706,-18.332952751202868,-24.717860827823472,2.1810815442532587,83.8968224878679,81.9992969605766,48.81092131367395
2000-01-16,1.9649434284605,1.77924964438122,,0.0048165037539884,-20.234399227712828,-26.75189388452677,-15.949430377438546,-23.093818342443456,1.040844878257522,96.9596801404986,94.90446231644228,38.72582405204923
2000-01-17,0.0048657313602979,0.0,,0.0,-23.19442846343477,-27.773285098797487,-18.563124564794776,-31.34176405840589,2.623028408027041,45.4670679756755,44.110660824893,61.8247678677438
2000-01-18,0.0051130385562739,0.0007112375533428,,0.0850298421347447,-18.808766093048064,-23.74620136785097,-14.837569971538985,-29.21559917940473,3.1950805729936747,55.5699768615984,54.0557533700784,63.94889013949337
2000-01-19,0.3200934162927296,0.166963015647226,,0.4744509443532663,-15.711421557527558,-20.822622499314463,-11.729128321226083,-23.22161476324206,1.0877437958925755,95.8691147806841,93.826725045221,48.47486248588147
2000-01-20,0.0142325263287933,0.0001778093883357,,0.0,-21.47241160800797,-25.679948380972377,-15.69644806804763,-25.76089885283281,1.6149156293532143,76.365898545197,74.5638757001282,65.43746038246874
2000-01-21,0.0039484345511076,0.0,,0.0,-22.50595841025509,-26.37192412548731,-16.681420324982867,-28.04673669422371,1.8622018292087368,61.9489999860166,60.3420017245673,69.7976919568009
2000-01-22,0.0018728725266758,0.002400426742532,,0.0,-21.90414207439008,-26.17550233406402,-16.567212970805144,-29.143371568345174,2.1985102807236068,55.94625389576,54.4264257889792,71.64983064912437
2000-01-23,0.0254216096367016,0.0050675675675675,,0.0,-21.597530399480377,-26.000624115403696,-16.697623871300436,-27.89204117660799,2.586399775411128,62.8409788742888,61.2213633820382,75.32172627943926
2000-01-24,0.1877422636556812,0.0403627311522048,,0.0,-18.216095964750423,-23.383536438611884,-13.71547883866458,-23.166883002570216,3.084010471092504,96.3348162786381,94.2869416908462,66.17698439846613
2000-01-25,0.0532192401535,0.0136913229018492,,0.0,-16.84155867526931,-20.78870707877013,-12.31122357492302,-21.69071198200428,2.7140761633962,109.6885546312436,107.4874529037132,77.05143800158604
2000-01-26,0.022779982803813,0.0031116642958748,,0.0,-17.66531434987587,-23.466297437190377,-11.53241211381544,-22.761775495729523,1.2648101845611013,99.8455592919544,97.7566617293631,75.67563566448582
2000-01-27,0.0009545082355393,0.0,,0.0,-19.606292312942543,-24.58679768385295,-13.966603781829178,-26.14811888892521,2.0458959150101244,73.7289725329569,71.9613265241875,86.44680378390417
2000-01-28,0.0014105506190746,0.0,,0.0,-17.976942035359087,-23.166731339068576,-11.749875934164038,-25.53854220885151,2.6436027771742,77.9182410138845,76.0962183024981,89.70006756963984
2000-01-29,0.0004664717863107,0.0,,0.0,-17.911836681078682,-21.7336865547245,-11.423260429320235,-26.37760521023185,3.0020647843606763,72.2052007011444,70.4576618583874,93.5217269860428
2000-01-30,0.0029727979277225,8.89046941678521e-05,,0.1674838032020561,-16.621470274969738,-21.56769567284317,-10.907076700361586,-26.017164876835324,3.5953038142935703,74.6114255930536,72.8322172753561,97.49380694754832
2000-01-31,0.0618233574540463,0.0171586059743954,,0.4565460340685173,-13.2837694679867,-19.51736759192974,-9.10989481506374,-23.267541300947045,2.1646477958630874,95.479898932275,93.4421012017711,66.98612481683487
2000-02-01,0.0041568894624689,0.0012446657183499,,0.0,-17.049984367664706,-21.829665645763072,-10.846802360841991,-24.5358766221689,1.696797854638918,85.2772426374943,83.3626057256206,100.64222072480538
2000-02-02,0.0251566218542549,0.0,,0.0,-15.807958999303764,-21.381612578522063,-10.076079090698215,-23.011486994874645,1.7755224121262754,97.6681614313779,95.6046398763796,98.81662267073818
2000-02-03,0.1336531364407691,0.0023115220483641,,0.0,-14.381593476830176,-19.477200313230128,-9.23709273541158,-19.28062129601338,1.7237932562114242,135.0957882752497,132.62040915864532,89.25270524517029
2000-02-04,1.4264815496822,0.578147226173542,,0.3513114196497148,-13.830938433678966,-20.73989294667129,-9.417785357931052,-16.65762970265581,0.6424076694821962,168.6420531782068,165.8282495008717,75.6817549841859
2000-02-05,0.0604599443812846,0.0131578947368421,,0.0,-16.122030046222505,-20.92191715505308,-11.13156247417021,-20.54872797988193,1.6745666238137769,121.13610462749912,118.8090058340817,97.13666091025902
2000-02-06,0.0019915076763857,0.0,,0.0,-12.822863283799734,-18.356988448867668,-7.083926095340473,-21.513452930345068,2.6582781055886207,111.3991192374947,109.17890353981868,102.14815570467618
2000-02-07,0.0281505009444607,0.0066678520625889,,0.0,-10.805553096361336,-15.60731942696799,-5.903437111301628,-18.79616375419309,1.9517452908043549,140.79888473840168,138.2643619456006,95.40047641298132
2000-02-08,0.1215656795523418,0.0203591749644381,,0.0,-10.589743892315653,-15.103735630196525,-4.902283258638192,-16.620529157008605,1.755202757558977,169.16580711437328,166.34687789031292,100.46500474170136
2000-02-09,0.0212311422929685,0.0056009957325746,,0.2957737945565109,-10.245115502699775,-15.07382887565143,-4.547528465225923,-15.998073427773022,1.9379988069511416,178.1731901935096,175.2667342422664,109.7104912796044
2000-02-10,1.3838760725773,0.742265291607397,,0.8339024549960381,-9.87897792780717,-14.808466807230444,-6.071315562421603,-13.445269909255783,1.32472328251032,219.7767510261909,216.4783559556332,84.44796994907801
2000-02-11,0.3150974195213457,0.122599573257468,,0.0,-15.54851597714611,-20.85276355067569,-11.31848882480017,-17.871286441828772,0.9234666023486008,152.2898430089177,149.6383112138372,96.63832957213609
2000-02-12,0.0755026245082492,0.0213371266002845,,0.0,-17.673476115458868,-22.440012785621207,-13.515349516825497,-21.55935880269845,0.9907175515468688,110.95383890269667,108.7385885250956,109.6240593024312
2000-02-13,0.0961737168842115,0.0200924608819346,,0.0,-15.797936243581546,-21.770880438806586,-11.03067994567391,-20.699369282128885,1.8795522820321933,119.5670244947202,117.2569410130744,117.52974534355184
